ID,Control,Control,Salt,Salt
gene-LOC18014275,0.306668,0.26317,0,0.42658
gene-LOC18014277,12.830225,8.210145,6.051254,16.473824
gene-LOC18014278,110.802741,188.098586,89.689901,103.56658
gene-LOC18014279,3.244268,4.050495,2.463978,3.411031
gene-LOC18014280,0,0,0,0
gene-LOC18014281,0.580273,0.439701,2.770469,1.108431
gene-LOC18014282,29.862133,18.145913,15.933789,23.553056
gene-LOC18014283,0.070999,0,0,0.119114
gene-LOC18014285,0,0,0,0
gene-LOC18014286,18.963796,17.626311,11.001031,13.279398
gene-LOC18014287,1.608521,2.642527,1.199646,1.450177
gene-LOC18014288,15.110783,14.113337,8.997072,15.7673
gene-LOC18014289,663.994332,1169.702791,811.157281,1440.862748
gene-LOC18014291,1.376227,1.241692,1.647743,2.397891
gene-LOC18014293,0,0,0,0.064271
gene-LOC18014294,0,0,0,0
gene-LOC18014295,37.355217,34.23925,33.50967,43.638171
gene-LOC18014296,0,0.055342,0,0.054428
gene-LOC18014297,0,0,0,0
gene-LOC18014299,4.812356,4.027566,4.269452,5.519477
gene-LOC18014300,34.669169,44.596704,64.725818,47.168996
gene-LOC18014301,3.699465,3.764923,4.976762,2.721396
gene-LOC18014302,0,0.085082,0,0
gene-LOC18014304,21.768385,21.759118,28.918358,17.999838
gene-LOC18014305,61.355545,80.355698,57.692589,74.59345
gene-LOC18014306,3.706192,2.617038,3.011053,3.490462
gene-LOC18014307,0,0,0,0
gene-LOC18014308,0,0.114502,0,0
gene-LOC18014309,16.364024,11.391655,67.708622,45.002214
gene-LOC18014310,59.746845,61.647709,48.405012,54.851769
gene-LOC18014311,7.49256,8.828723,3.924563,5.880964
gene-LOC18014312,1.336801,0.957324,0.772698,0.674666
gene-LOC18014313,20.376608,18.200038,15.770244,19.715792
gene-LOC18014314,6.873875,7.299242,3.324884,4.899654
gene-LOC18014315,61.411437,61.892504,61.869276,51.136797
gene-LOC18014316,5.3477,2.497464,2.871576,8.877166
gene-LOC18014317,166.768029,176.125399,203.348332,137.827166
gene-LOC18014318,4.347208,4.193889,5.370097,5.209108
gene-LOC18014319,16.611343,14.701222,13.430612,11.040493
gene-LOC18014321,0,0,0,0
gene-LOC18014322,115.688364,180.236422,260.730321,406.279043
gene-LOC18014324,9.29131,9.01657,4.343988,7.816057
gene-LOC18014328,25.590091,30.269693,20.598502,18.949154
gene-LOC18014329,117.90668,82.181131,80.467959,120.587584
gene-LOC18014330,0,0,0,0
gene-LOC18014331,79.498158,62.60182,85.362284,103.085229
gene-LOC18014332,3.311364,0.727653,0.356445,5.853222
gene-LOC18014334,224.336876,95.4147,48.22966,15.608409
gene-LOC18014335,10.356355,10.772475,2.35577,7.213124
gene-LOC18014338,0,0,0,0
gene-LOC18014339,300.334574,207.985252,224.44298,266.729564
gene-LOC18014341,32.413842,38.970647,37.414519,54.461262
gene-LOC18014343,0,0,0,0
gene-LOC18014344,31.311106,33.007465,27.524362,38.257832
gene-LOC18014345,0.124015,0.105901,0.328153,0.207639
gene-LOC18014346,0,0,0,0
gene-LOC18014347,62.677498,50.218462,42.772947,52.215038
gene-LOC18014348,1.188193,1.178155,1.807205,1.584454
gene-LOC18014349,7.602809,9.013166,11.97367,10.150644
gene-LOC18014350,35.917881,41.160645,12.426209,14.803617
gene-LOC18014351,11.666506,6.475563,0.069649,7.804521
gene-LOC18014352,2.278498,3.291544,2.817617,2.214972
gene-LOC18014355,10.248242,9.255738,37.288594,18.829529
gene-LOC18014359,0.154061,0,2.441809,0
gene-LOC18014360,0,0,0,0
gene-LOC18014361,55.87201,53.159854,52.542266,45.523848
gene-LOC18014362,0.369131,0.063039,0.130293,0.432789
gene-LOC18014363,11.401177,10.546772,16.976211,21.191748
gene-LOC18014364,50.811742,6.991932,0.662226,42.484516
gene-LOC18014365,0.461166,0.49758,2.353444,0.682376
gene-LOC18014366,30.43573,36.017038,29.901612,36.782774
gene-LOC18014367,8.782873,0.44127,0,3.458733
gene-LOC18014368,52.723213,38.776691,47.013379,38.172168
gene-LOC18014370,1.08246,1.729547,11.360025,10.822236
gene-LOC18014373,4.674228,4.103202,8.683513,8.902981
gene-LOC18014374,0.782142,1.209901,5.350876,2.576994
gene-LOC18014375,1.845472,2.377681,3.337547,2.526351
gene-LOC18014376,0.4237,0.090553,0.187379,0.754588
gene-LOC18014377,5.535979,5.158189,3.308243,6.781228
gene-LOC18014379,0,0,0,0
gene-LOC18014380,63.105443,53.436567,114.830911,90.739768
gene-LOC18014381,1.959026,1.453022,1.974979,2.667511
gene-LOC18014382,10.909895,10.661854,45.853094,37.206939
gene-LOC18014383,19.218113,18.62504,18.213858,26.520675
gene-LOC18014384,0,0,0,0
gene-LOC18014386,11.860055,5.42521,1.493222,15.400892
gene-LOC18014387,0,0,0,0
gene-LOC18014388,337.495964,630.28496,689.551594,1327.608603
gene-LOC18014389,6.966031,10.716206,16.676366,12.88526
gene-LOC18014391,26.846496,26.839446,36.016724,27.536298
gene-LOC18014392,3.084664,6.330411,11.781912,8.502636
gene-LOC18014393,10.441975,16.369752,51.778938,65.149486
gene-LOC18014394,1.098786,1.217591,9.690072,8.771392
gene-LOC18014395,0.071592,0.121915,0,0
gene-LOC18014400,0,0,0,0
gene-LOC18014401,19.528891,20.726736,17.191675,17.642044
gene-LOC18014402,11.429178,11.324276,5.674817,7.448873
gene-LOC18014403,40.081005,37.879826,25.432152,30.347474
gene-LOC18014404,1.965892,0.048448,0.14989,4.812758
gene-LOC18014405,0.040369,0.103605,0.357295,0.146948
gene-LOC18014406,1.437684,0.609609,0.626852,0.590463
gene-LOC18014407,35.491776,37.979062,31.816475,29.97863
gene-LOC18014408,0,0,0,0.076123
gene-LOC18014409,7.873592,6.796765,7.92053,11.216937
gene-LOC18014410,0,0,0,0.201853
gene-LOC18014411,1.916583,2.21344,0.983001,1.288101
gene-LOC18014412,736.954389,740.550003,460.677866,431.475009
gene-LOC18014414,1.358085,0.321026,0.664272,1.103321
gene-LOC18014415,14.520717,9.038615,36.38361,63.286518
gene-LOC18014416,18.636081,17.446189,26.086607,25.388307
gene-LOC18014417,1.70933,0.243467,0.100554,1.616524
gene-LOC18014418,0,0.06948,0.642793,0.205098
gene-LOC18014419,0,0,0,0
gene-LOC18014420,5.14626,3.378421,1.938635,4.9078
gene-LOC18014421,154.733107,171.224417,47.660602,29.042519
gene-LOC18014422,6.108795,1.293723,23.170419,7.141273
gene-LOC18014423,0,0,0,0
gene-LOC18014424,4.408455,7.89312,4.480324,4.296033
gene-LOC18014426,3.730295,4.420881,3.42353,4.202956
gene-LOC18014427,0,0,0,0
gene-LOC18014429,3.837533,5.221471,18.085152,15.250462
gene-LOC18014430,0,0.175893,0,0
gene-LOC18014431,3.575829,3.13895,3.243544,4.762239
gene-LOC18014434,4.173597,0.866261,0.88988,11.054333
gene-LOC18014435,14.242476,11.811049,6.962538,9.091967
gene-LOC18014436,27.654403,28.750899,20.519009,21.899002
gene-LOC18014438,10.137146,8.295673,9.411077,5.096246
gene-LOC18014439,31.247902,32.771575,18.697205,31.227992
gene-LOC18014440,1.018807,0.706933,1.462362,1.507385
gene-LOC18014441,6.918108,5.77403,0.267379,5.213027
gene-LOC18014442,3.154792,1.611271,2.945137,5.566695
gene-LOC18014443,123.921631,77.822239,366.73791,161.058739
gene-LOC18014444,0.072176,0,0,0
gene-LOC18014446,14.53056,14.162957,8.996677,11.335477
gene-LOC18014447,7.700354,7.074748,16.015111,16.689517
gene-LOC18014449,0,0,0,0
gene-LOC18014450,0.361947,0,0.476906,0.150871
gene-LOC18014451,3.041313,1.470636,5.415791,6.975061
gene-LOC18014452,32.355942,26.255841,22.115083,23.682444
gene-LOC18014453,11.024606,7.845587,3.695447,6.126455
gene-LOC18014454,0.43375,0.37103,0,0.181944
gene-LOC18014455,1.036698,0.531931,0.061144,1.275964
gene-LOC18014456,0,0,0,0
gene-LOC18014457,0,0,0,0
gene-LOC18014458,1.395344,0.958312,0.219309,0.768025
gene-LOC18014459,1.08909,1.872165,1.620239,1.211135
gene-LOC18014460,0.202469,0,0.681492,0.612778
gene-LOC18014461,0.96071,0.966762,7.007521,5.608834
gene-LOC18014463,29.025283,23.976225,11.557474,16.230284
gene-LOC18014465,7.270408,6.160823,11.611567,17.152507
gene-LOC18014466,7.420409,6.609186,6.197641,7.576968
gene-LOC18014467,70.630816,73.242243,63.534878,52.936597
gene-LOC18014468,0,0,0,0
gene-LOC18014470,0,0.201011,1.037757,0
gene-LOC18014472,0.048193,0.041365,1.025415,0.365775
gene-LOC18014473,38.62759,41.626248,43.626361,39.996011
gene-LOC18014475,1.227481,0.586718,6.162135,0.345383
gene-LOC18014476,0.441738,0.665783,0.388514,0.366206
gene-LOC18014477,0.729727,0,0.977103,1.217283
gene-LOC18014478,0,0,0,0
gene-LOC18014480,4.205311,2.565483,1.84039,4.158555
gene-LOC18014481,15.960251,12.997979,19.320693,21.383024
gene-LOC18014482,0,0.134282,0,0.131237
gene-LOC18014483,0,0,0,0
gene-LOC18014484,35.03956,40.292814,78.000625,53.652345
gene-LOC18014485,7.942335,6.50597,12.296023,12.058904
gene-LOC18014486,17.404091,17.162744,15.557015,11.113917
gene-LOC18014487,0,0,0,0
gene-LOC18014490,4.473983,5.274979,2.269363,1.025106
gene-LOC18014491,10.570201,6.763487,11.886971,15.144399
gene-LOC18014492,9.86626,13.267503,4.528257,5.892259
gene-LOC18014493,6.159086,3.331096,6.682072,10.407942
gene-LOC18014494,27.206752,38.828851,8.176101,21.383493
gene-LOC18014495,13.902944,12.00078,20.930869,23.936266
gene-LOC18014496,0.177095,0,0,0.296501
gene-LOC18014497,72.168876,56.419755,60.654415,89.724477
gene-LOC18014498,0.261998,0,0,0.072449
gene-LOC18014499,16.776479,18.191415,17.155315,28.978306
gene-LOC18014501,9.871079,7.750745,11.5514,17.381516
gene-LOC18014502,31.65798,38.379341,75.309664,69.32444
gene-LOC18014503,22.913098,24.21348,78.482088,57.237155
gene-LOC18014506,0,0,0,0
gene-LOC18014507,0,0,0,0
gene-LOC18014508,58.903396,73.235221,115.974277,88.556537
gene-LOC18014509,3.092022,2.424845,4.286412,5.52177
gene-LOC18014510,0,0,0,0
gene-LOC18014512,0,0,0,0.056996
gene-LOC18014513,217.669982,177.854946,38.901065,143.893511
gene-LOC18014514,9.182817,20.405685,42.352925,47.889595
gene-LOC18014515,14.398873,16.031827,13.79218,13.027902
gene-LOC18014519,8.562718,5.910564,2.560417,3.975031
gene-LOC18014521,0,0,0,0
gene-LOC18014522,5.691532,5.161584,6.512394,8.907074
gene-LOC18014523,10.716052,7.684219,8.00653,1.549728
gene-LOC18014526,0,0,0,0
gene-LOC18014530,18.112041,25.778333,46.482208,33.391859
gene-LOC18014533,3.167432,2.895094,2.542194,2.638937
gene-LOC18014534,3.174282,1.933558,1.735349,3.283947
gene-LOC18014536,0.893727,2.203236,2.245889,2.384113
gene-LOC18014537,34.071615,30.43723,28.46695,34.080531
gene-LOC18014538,1.214916,1.547554,1.043735,0.859259
gene-LOC18014540,0,0,0,0
gene-LOC18014541,11.387709,10.875466,6.680915,12.166273
gene-LOC18014544,15.381187,13.115579,14.769064,16.893303
gene-LOC18014545,37.866652,37.844207,31.976308,33.088543
gene-LOC18014546,9.837583,9.594253,12.749249,18.419756
gene-LOC18014547,0,0,0,0.158633
gene-LOC18014548,0.248627,0.212191,0,0.415753
gene-LOC18014549,41.619784,56.800986,81.207024,92.500437
gene-LOC18014550,0.421358,1.082523,0.074537,0.423899
gene-LOC18014551,177.01483,192.874844,184.59015,155.209852
gene-LOC18014552,0.2293,0.049119,1.216768,0.744732
gene-LOC18014553,24.77909,24.207392,23.747677,23.787351
gene-LOC18014554,0,0,0,0.449617
gene-LOC18014555,54.006554,28.061631,22.084809,52.699761
gene-LOC18014557,0,0,0.067176,0
gene-LOC18014558,0,0,0,0
gene-LOC18014563,9.883637,5.479151,19.600283,11.306435
gene-LOC18014564,1.111431,0,0,0
gene-LOC18014565,8.761237,10.251183,6.399523,8.313887
gene-LOC18014566,4.787186,2.977419,2.659892,3.589892
gene-LOC18014567,362.078737,346.703066,185.196476,162.370507
gene-LOC18014568,0.402468,0.08547,0,0.248585
gene-LOC18014569,6.961989,8.049729,4.036623,5.307128
gene-LOC18014570,70.389395,57.419174,39.217225,53.736247
gene-LOC18014571,11.378654,10.175429,11.800536,12.629268
gene-LOC18014572,6.590354,7.82922,15.465629,16.642591
gene-LOC18014574,2.626385,1.208881,11.327369,5.636131
gene-LOC18014576,2.828869,2.719476,5.082579,8.434762
gene-LOC18014577,139.504863,125.577356,161.3253,154.651841
gene-LOC18014578,4.349248,4.826441,5.096833,5.241006
gene-LOC18014580,7.626717,5.451127,14.717393,14.490133
gene-LOC18014581,0,0,0,0
gene-LOC18014582,0.033482,0.085651,0.11598,0.027975
gene-LOC18014584,44.753929,43.343003,75.826393,61.65895
gene-LOC18014585,7.747436,6.114654,4.2101,6.375214
gene-LOC18014586,44.930738,41.043089,47.863464,54.458125
gene-LOC18014587,2.091701,1.030507,1.315485,2.653274
gene-LOC18014590,6.590331,2.459778,2.23901,6.091891
gene-LOC18014591,10.037511,8.567731,3.334554,5.419547
gene-LOC18014592,0,0,0,0.105127
gene-LOC18014593,5.54724,2.047113,9.632367,12.75224
gene-LOC18014594,70.291411,78.423047,64.220162,57.573698
gene-LOC18014595,730.531003,560.466088,1752.649935,1201.452733
gene-LOC18014596,7.842603,7.809847,5.644633,6.41969
gene-LOC18014597,2.376524,0,0,0
gene-LOC18014598,30.480332,29.851865,11.338917,18.551882
gene-LOC18014599,111.122962,129.308868,39.597372,54.407504
gene-LOC18014600,1.406133,0.835141,10.726236,18.032396
gene-LOC18014601,0.423481,0,0,0.215623
gene-LOC18014602,0.855489,1.230726,1.169143,0.824024
gene-LOC18014604,0.833474,0.143425,1.111285,1.197874
gene-LOC18014605,0.086454,0,0,0
gene-LOC18014606,1.746557,1.105576,1.37845,1.340934
gene-LOC18014607,12.152165,17.320532,12.380354,21.458418
gene-LOC18014608,0,0,0,0
gene-LOC18014609,0.52693,0.056174,1.162053,0
gene-LOC18014610,30.561367,23.181783,38.878073,43.322006
gene-LOC18014611,176.732297,127.449651,23.9517,228.095208
gene-LOC18014612,0,0,0,0
gene-LOC18014613,2.716563,1.467442,1.138498,4.079791
gene-LOC18014614,30.263173,34.327175,48.540651,69.898122
gene-LOC18014616,0.924746,0,0.405004,6.159028
gene-LOC18014617,0.431485,0,0,0.178908
gene-LOC18014618,6.067026,2.714429,65.47391,5.72187
gene-LOC18014619,10.979446,6.633958,64.043359,17.294831
gene-LOC18014621,49.749147,53.63325,73.916699,35.224584
gene-LOC18014622,4.16543,5.740066,8.670849,3.405592
gene-LOC18014623,9.183637,8.3317,5.302542,6.695477
gene-LOC18014624,131.989781,137.135563,84.5133,70.66863
gene-LOC18014625,19.55183,21.137434,13.424913,11.442049
gene-LOC18014626,0,0,0,0
gene-LOC18014628,2.441693,2.586879,0.372691,1.101816
gene-LOC18014629,40.488594,43.300079,21.326268,28.346438
gene-LOC18014630,21.905436,23.504413,20.996204,21.817542
gene-LOC18014632,2.943857,1.363999,0,0.888575
gene-LOC18014633,105.231041,164.579702,76.346,37.969858
gene-LOC18014634,52.792231,57.62262,99.773196,81.385101
gene-LOC18014635,1.459454,0.312028,0,1.211135
gene-LOC18014636,1.692554,0.737015,0.354111,1.4983
gene-LOC18014637,69.26982,36.080902,733.406702,511.78475
gene-LOC18014638,0.081891,0.210436,0,0.137733
gene-LOC18014639,33.225949,32.851486,38.630382,46.12525
gene-LOC18014640,145.787904,222.615484,319.603844,487.543403
gene-LOC18014641,2.146684,5.357373,2.58562,4.660917
gene-LOC18014642,62.78887,61.091878,46.519378,49.81456
gene-LOC18014644,1119.975731,1457.531213,892.22634,618.315369
gene-LOC18014647,0.646911,0.748326,0.163323,0.308663
gene-LOC18014648,4.897808,4.35581,3.123301,2.402064
gene-LOC18014649,6.1304,5.117906,10.506844,7.836124
gene-LOC18014650,2.29155,0.534969,0.36817,0.525052
gene-LOC18014655,38.43188,39.030772,33.762771,37.41494
gene-LOC18014656,15.426018,14.992807,16.121619,14.184564
gene-LOC18014659,3.148705,3.558242,2.178738,4.385005
gene-LOC18014660,0,0,0,0
gene-LOC18014661,0,0,0,0
gene-LOC18014662,0.882505,1.100983,2.971835,1.158508
gene-LOC18014663,119.36745,96.043606,123.091394,129.550383
gene-LOC18014665,0.562073,0.480118,0.496454,0.47098
gene-LOC18014666,22.156709,23.102716,26.104502,25.598265
gene-LOC18014667,6.014731,6.285119,4.533354,4.428636
gene-LOC18014668,4.697813,3.512025,57.038394,60.408393
gene-LOC18014669,4.335961,3.580718,3.424816,5.576905
gene-LOC18014670,0,0,0,0.097093
gene-LOC18014672,34.487858,52.732655,110.176227,61.767893
gene-LOC18014673,0.733803,0.185696,0.076735,0.767155
gene-LOC18014674,1.088571,0.848317,1.161845,1.946204
gene-LOC18014675,489.789613,329.06846,371.127143,294.355232
gene-LOC18014676,0.024354,0,0,0
gene-LOC18014677,15.932921,14.696184,1.661791,19.192104
gene-LOC18014678,6.884579,8.05509,9.442512,10.51034
gene-LOC18014679,2.344503,1.375137,0.905677,1.344345
gene-LOC18014681,39.077173,66.711304,67.522896,95.145029
gene-LOC18014682,531.147253,570.013522,529.326644,363.652257
gene-LOC18014684,47.483665,39.585157,112.913082,59.213215
gene-LOC18014686,3.461357,2.290451,13.356062,9.23622
gene-LOC18014688,17.482376,15.70379,16.404217,14.416109
gene-LOC18014689,43.47048,16.227492,22.766738,44.496482
gene-LOC18014691,16.786165,16.035485,8.483212,9.76273
gene-LOC18014693,1.104029,1.743696,4.008609,2.470071
gene-LOC18014694,195.101764,205.865523,177.830802,169.883775
gene-LOC18014696,0,0.110125,0,0
gene-LOC18014697,3.872801,2.255087,2.633815,6.749369
gene-LOC18014698,3.40412,0.321778,0,1.561229
gene-LOC18014700,0.460146,0.782044,0,0
gene-LOC18014702,31.590946,24.248346,40.309175,46.178804
gene-LOC18014703,436.520074,684.916735,1070.617841,1056.841103
gene-LOC18014704,49.162986,26.189495,1.350559,43.915253
gene-LOC18014705,8.982869,7.093968,3.899884,5.012496
gene-LOC18014706,0.998955,0.179475,0,0.263764
gene-LOC18014707,15.446748,17.392096,9.665197,16.274073
gene-LOC18014708,0,0,0,0
gene-LOC18014709,0.536741,1.904317,39.992853,14.315182
gene-LOC18014711,0,0,0,0
gene-LOC18014713,74.848313,40.937194,23.588288,54.54025
gene-LOC18014714,25.301106,17.055588,25.248223,27.496839
gene-LOC18014715,0.950072,0.234253,11.080912,6.649796
gene-LOC18014716,49.951542,40.949393,59.814284,61.267565
gene-LOC18014717,0,0,0,0.031557
gene-LOC18014718,3.547926,1.221671,1.442209,4.697204
gene-LOC18014719,15.059029,12.885914,16.439129,14.02679
gene-LOC18014721,28.925264,28.092815,19.960537,27.994533
gene-LOC18014722,7.465702,7.054034,6.33484,5.860092
gene-LOC18014724,12.237218,10.175357,9.869148,10.022442
gene-LOC18014725,1.499172,0.641896,0.147466,1.820757
gene-LOC18014726,14.979919,16.887273,7.827793,11.829173
gene-LOC18014727,61.285113,35.081513,5.566861,50.325862
gene-LOC18014728,79.85204,112.94311,196.416037,93.413822
gene-LOC18014729,20.40426,14.727791,7.895877,18.662914
gene-LOC18014730,69.367932,67.135342,71.075369,80.500352
gene-LOC18014731,9.335714,7.532458,8.205416,10.857768
gene-LOC18014732,24.786992,20.480913,15.642411,21.076117
gene-LOC18014734,85.803607,123.892503,46.852836,50.335863
gene-LOC18014735,4.913212,3.912447,3.219411,7.393859
gene-LOC18014736,24.098997,21.175391,46.885996,33.810999
gene-LOC18014741,21.451746,15.897147,14.258072,18.747996
gene-LOC18014742,115.830128,77.638126,76.515175,122.031531
gene-LOC18014743,10.269837,9.711522,5.077732,12.939725
gene-LOC18014744,11.836554,8.803728,8.341636,10.779254
gene-LOC18014745,10.604304,8.060554,4.850291,5.418947
gene-LOC18014746,32.704435,36.645954,24.479348,28.560256
gene-LOC18014747,17.453213,9.477487,112.845345,49.938985
gene-LOC18014748,0.328947,0,0,0.160262
gene-LOC18014749,9.842141,9.457717,7.709884,8.336325
gene-LOC18014750,4.797939,4.225794,9.559594,11.049172
gene-LOC18014751,1.862974,1.008481,0.900063,1.556242
gene-LOC18014752,8.287761,5.199779,4.849292,4.621467
gene-LOC18014753,9.485121,7.108446,4.965956,6.197291
gene-LOC18014754,127.431813,142.788303,59.484535,115.54078
gene-LOC18014755,70.307013,49.546171,8.39512,66.728935
gene-LOC18014756,0.493454,0,0.435402,3.709537
gene-LOC18014757,33.901761,30.721928,27.399013,38.055213
gene-LOC18014758,0,0.146481,0.510775,0
gene-LOC18014759,0,0,0,0
gene-LOC18014760,2.814082,1.538105,1.031253,2.367266
gene-LOC18014761,0,0,0,0
gene-LOC18014762,0,0,0,0
gene-LOC18014764,17.72242,13.142361,13.594339,18.891841
gene-LOC18014765,16.92405,19.761277,21.404549,30.432303
gene-LOC18014766,88.994434,74.003237,44.381204,136.523573
gene-LOC18014767,11.884932,10.777242,12.031034,7.037277
gene-LOC18014768,2.434253,3.452635,9.606518,5.103007
gene-LOC18014769,0.056209,0.096095,0,0.047122
gene-LOC18014770,0.18867,0,0,0
gene-LOC18014771,82.869428,75.23103,156.775044,133.827757
gene-LOC18014772,20.39235,13.520372,6.434218,9.715275
gene-LOC18014773,6.270823,8.689821,2.071899,4.15289
gene-LOC18014774,1.092182,0.932908,0.339399,0.638341
